"Time","143028A","","143028A","",""
"and","10.00","","140.00","",""
"Date","Rainfall (mm)","","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Point","Quality","Comments"
14:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
15:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
16:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
17:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
18:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
19:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
20:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
21:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
22:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
23:00:00 14/01/2017,        0.00,     83,      0.0027,     10, 
00:00:00 15/01/2017,        0.00,     83,      0.0027,     10, 
01:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
02:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
03:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
04:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
05:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
06:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
07:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
08:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
09:00:00 15/01/2017,        0.00,     83,      0.0028,     10, 
10:00:00 15/01/2017,        0.00,     83,      0.0029,     10, 
11:00:00 15/01/2017,        0.00,     83,      0.0029,     10, 
12:00:00 15/01/2017,        0.00,     83,      0.0029,     10, 
12:56:00 15/01/2017,        1.00,     83,"","", 
12:58:00 15/01/2017,        1.00,     83,"","", 
13:00:00 15/01/2017,        1.00,     83,      0.0056,     10, 
13:05:00 15/01/2017,        1.00,     83,"","", 
13:40:00 15/01/2017,        0.00,     83,"","", 
14:00:00 15/01/2017,        0.00,     83,      0.0641,     10, 
14:07:00 15/01/2017,        1.00,     83,"","", 
14:29:00 15/01/2017,        1.00,     83,"","", 
14:42:00 15/01/2017,        1.00,     83,"","", 
15:00:00 15/01/2017,        0.00,     83,      0.2158,     10, 
15:20:00 15/01/2017,        0.00,     83,"","", 
15:22:00 15/01/2017,        1.00,     83,"","", 
15:24:00 15/01/2017,        1.00,     83,"","", 
15:25:00 15/01/2017,        1.00,     83,"","", 
15:27:00 15/01/2017,        1.00,     83,"","", 
15:28:00 15/01/2017,        1.00,     83,"","", 
15:30:00 15/01/2017,        1.00,     83,"","", 
15:31:00 15/01/2017,        1.00,     83,"","", 
15:33:00 15/01/2017,        1.00,     83,"","", 
15:35:00 15/01/2017,        1.00,     83,"","", 
15:37:00 15/01/2017,        1.00,     83,"","", 
15:40:00 15/01/2017,        1.00,     83,"","", 
15:49:00 15/01/2017,        1.00,     83,"","", 
15:50:00 15/01/2017,        0.00,     83,"","", 
15:53:00 15/01/2017,        1.00,     83,"","", 
15:54:00 15/01/2017,        1.00,     83,"","", 
15:56:00 15/01/2017,        1.00,     83,"","", 
16:00:00 15/01/2017,        0.00,     83,      1.0144,     30, 
16:02:00 15/01/2017,        1.00,     83,"","", 
16:30:00 15/01/2017,        0.00,     83,"","", 
16:51:00 15/01/2017,        1.00,     83,"","", 
16:55:00 15/01/2017,        1.00,     83,"","", 
16:57:00 15/01/2017,        2.00,     83,"","", 
16:58:00 15/01/2017,        2.00,     83,"","", 
16:59:00 15/01/2017,        1.00,     83,"","", 
17:00:00 15/01/2017,        2.00,     83,      0.9152,     30, 
17:01:00 15/01/2017,        1.00,     83,"","", 
17:02:00 15/01/2017,        2.00,     83,"","", 
17:03:00 15/01/2017,        2.00,     83,"","", 
17:04:00 15/01/2017,        2.00,     83,"","", 
17:05:00 15/01/2017,        1.00,     83,"","", 
17:06:00 15/01/2017,        1.00,     83,"","", 
17:08:00 15/01/2017,        1.00,     83,"","", 
17:09:00 15/01/2017,        1.00,     83,"","", 
17:10:00 15/01/2017,        1.00,     83,"","", 
17:11:00 15/01/2017,        1.00,     83,"","", 
17:12:00 15/01/2017,        1.00,     83,"","", 
17:13:00 15/01/2017,        1.00,     83,"","", 
17:14:00 15/01/2017,        1.00,     83,"","", 
17:16:00 15/01/2017,        1.00,     83,"","", 
17:17:00 15/01/2017,        1.00,     83,"","", 
17:20:00 15/01/2017,        1.00,     83,"","", 
17:23:00 15/01/2017,        1.00,     83,"","", 
17:25:00 15/01/2017,        1.00,     83,"","", 
17:27:00 15/01/2017,        1.00,     83,"","", 
17:30:00 15/01/2017,        1.00,     83,"","", 
17:37:00 15/01/2017,        1.00,     83,"","", 
17:40:00 15/01/2017,        0.00,     83,"","", 
18:00:00 15/01/2017,        0.00,     83,     13.2954,     60, 
18:10:00 15/01/2017,        0.00,     83,"","", 
18:20:00 15/01/2017,        0.00,     83,"","", 
18:30:00 15/01/2017,        0.00,     83,"","", 
18:40:00 15/01/2017,        0.00,     83,"","", 
18:50:00 15/01/2017,        0.00,     83,"","", 
19:00:00 15/01/2017,        0.00,     83,      3.5437,     30, 
20:00:00 15/01/2017,        0.00,     83,      2.9615,     30, 
21:00:00 15/01/2017,        0.00,     83,      2.2531,     30, 
22:00:00 15/01/2017,        0.00,     83,      1.8358,     30, 
23:00:00 15/01/2017,        0.00,     83,      1.5371,     30, 
00:00:00 16/01/2017,        0.00,     83,      1.0995,     30, 
01:00:00 16/01/2017,        0.00,     83,      0.8061,     30, 
02:00:00 16/01/2017,        0.00,     83,      0.6107,     30, 
03:00:00 16/01/2017,        0.00,     83,      0.4903,     30, 
04:00:00 16/01/2017,        0.00,     83,      0.4341,     30, 
05:00:00 16/01/2017,        0.00,     83,      0.3887,     30, 
06:00:00 16/01/2017,        0.00,     83,      0.3550,     30, 
07:00:00 16/01/2017,        0.00,     83,      0.3253,     30, 
08:00:00 16/01/2017,        0.00,     83,      0.3016,     30, 
09:00:00 16/01/2017,        0.00,     83,      0.2810,     30, 
10:00:00 16/01/2017,        0.00,     83,      0.2591,     30, 
11:00:00 16/01/2017,        0.00,     83,      0.2443,     30, 
12:00:00 16/01/2017,        0.00,     83,      0.2280,     30, 
13:00:00 16/01/2017,        0.00,     83,      0.2116,     10, 
14:00:00 16/01/2017,        0.00,     83,      0.1994,     10, 
15:00:00 16/01/2017,        0.00,     83,      0.1857,     10, 
16:00:00 16/01/2017,        0.00,     83,      0.1744,     10, 
17:00:00 16/01/2017,        0.00,     83,      0.1635,     10, 
18:00:00 16/01/2017,        0.00,     83,      0.1529,     10, 
19:00:00 16/01/2017,        0.00,     83,      0.1444,     10, 
19:10:00 16/01/2017,        0.00,     83,"","", 
20:00:00 16/01/2017,        0.00,     83,      0.1378,     10, 
21:00:00 16/01/2017,        0.00,     83,      0.1314,     10, 
22:00:00 16/01/2017,        0.00,     83,      0.1252,     10, 
23:00:00 16/01/2017,        0.00,     83,      0.1191,     10, 
00:00:00 17/01/2017,        0.00,     83,      0.1131,     10, 
01:00:00 17/01/2017,        0.00,     83,      0.1088,     10, 
02:00:00 17/01/2017,        0.00,     83,      0.1046,     10, 
03:00:00 17/01/2017,        0.00,     83,      0.1004,     10, 
04:00:00 17/01/2017,        0.00,     83,      0.0964,     10, 
05:00:00 17/01/2017,        0.00,     83,      0.0938,     10, 
06:00:00 17/01/2017,        0.00,     83,      0.0899,     10, 
07:00:00 17/01/2017,        0.00,     83,      0.0861,     10, 
08:00:00 17/01/2017,        0.00,     83,      0.0836,     10, 
09:00:00 17/01/2017,        0.00,     83,      0.0799,     10, 
10:00:00 17/01/2017,        0.00,     83,      0.0775,     10, 
11:00:00 17/01/2017,        0.00,     83,      0.0752,     10, 
12:00:00 17/01/2017,        0.00,     83,      0.0718,     10, 
13:00:00 17/01/2017,        0.00,     83,      0.0684,     10, 
14:00:00 17/01/2017,        0.00,     83,      0.0651,     10, 
15:00:00 17/01/2017,        0.00,     83,      0.0579,     10, 
16:00:00 17/01/2017,        0.00,     83,      0.0589,     10, 
17:00:00 17/01/2017,        0.00,     83,      0.0579,     10, 
18:00:00 17/01/2017,        0.00,     83,      0.0559,     10, 
19:00:00 17/01/2017,        0.00,     83,      0.0539,     10, 
20:00:00 17/01/2017,        0.00,     83,      0.0530,     10, 
21:00:00 17/01/2017,        0.00,     83,      0.0520,     10, 
22:00:00 17/01/2017,        0.00,     83,      0.0501,     10, 
23:00:00 17/01/2017,        0.00,     83,      0.0492,     10, 
00:00:00 18/01/2017,        0.00,     83,      0.0483,     10, 
01:00:00 18/01/2017,        0.00,     83,      0.0474,     10, 
02:00:00 18/01/2017,        0.00,     83,      0.0465,     10, 
03:00:00 18/01/2017,        0.00,     83,      0.0456,     10, 
04:00:00 18/01/2017,        0.00,     83,      0.0448,     10, 
05:00:00 18/01/2017,        0.00,     83,      0.0439,     10, 
06:00:00 18/01/2017,        0.00,     83,      0.0430,     10, 
07:00:00 18/01/2017,        0.00,     83,      0.0422,     10, 
08:00:00 18/01/2017,        0.00,     83,      0.0414,     10, 
09:00:00 18/01/2017,        0.00,     83,      0.0405,     10, 
10:00:00 18/01/2017,        0.00,     83,      0.0397,     10, 
11:00:00 18/01/2017,        0.00,     83,      0.0381,     10, 
12:00:00 18/01/2017,        0.00,     83,      0.0365,     10, 
13:00:00 18/01/2017,        0.00,     83,      0.0350,     10, 
14:00:00 18/01/2017,        0.00,     83,      0.0335,     10, 
15:00:00 18/01/2017,        0.00,     83,      0.0320,     10, 
16:00:00 18/01/2017,        0.00,     83,      0.0313,     10, 
17:00:00 18/01/2017,        0.00,     83,      0.0306,     10, 
18:00:00 18/01/2017,        0.00,     83,      0.0292,     10, 
19:00:00 18/01/2017,        0.00,     83,      0.0279,     10, 
20:00:00 18/01/2017,        0.00,     83,      0.0272,     10, 
21:00:00 18/01/2017,        0.00,     83,      0.0265,     10, 
22:00:00 18/01/2017,        0.00,     83,      0.0259,     10, 
23:00:00 18/01/2017,        0.00,     83,      0.0259,     10, 
00:00:00 19/01/2017,        0.00,     83,      0.0259,     10, 
01:00:00 19/01/2017,        0.00,     83,      0.0259,     10, 
02:00:00 19/01/2017,        0.00,     83,      0.0259,     10, 
03:00:00 19/01/2017,        0.00,     83,      0.0253,     10, 
04:00:00 19/01/2017,        0.00,     83,      0.0253,     10, 
05:00:00 19/01/2017,        0.00,     83,      0.0246,     10, 
06:00:00 19/01/2017,        0.00,     83,      0.0240,     10, 
07:00:00 19/01/2017,        0.00,     83,      0.0240,     10, 
08:00:00 19/01/2017,        0.00,     83,      0.0234,     10, 
09:00:00 19/01/2017,        0.00,     83,      0.0228,     10, 
10:00:00 19/01/2017,        0.00,     83,      0.0228,     10, 
11:00:00 19/01/2017,        0.00,     83,      0.0228,     10, 
12:00:00 19/01/2017,        0.00,     83,      0.0222,     10, 
13:00:00 19/01/2017,        0.00,     83,      0.0210,     10, 
14:00:00 19/01/2017,        0.00,     83,      0.0205,     10, 
15:00:00 19/01/2017,        0.00,     83,      0.0199,     10, 
16:00:00 19/01/2017,        0.00,     83,      0.0188,     10, 
17:00:00 19/01/2017,        0.00,     83,      0.0188,     10, 
18:00:00 19/01/2017,        0.00,     83,      0.0178,     10, 
19:00:00 19/01/2017,        0.00,     83,      0.0172,     10, 
20:00:00 19/01/2017,        0.00,     83,      0.0167,     10, 
21:00:00 19/01/2017,        0.00,     83,      0.0167,     10, 
22:00:00 19/01/2017,        0.00,     83,      0.0162,     10, 
23:00:00 19/01/2017,        0.00,     83,      0.0162,     10, 
00:00:00 20/01/2017,        0.00,     83,      0.0157,     10, 
01:00:00 20/01/2017,        0.00,     83,      0.0157,     10, 
02:00:00 20/01/2017,        0.00,     83,      0.0157,     10, 
03:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
04:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
05:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
06:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
07:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
08:00:00 20/01/2017,        0.00,     83,      0.0153,     10, 
09:00:00 20/01/2017,        0.00,     83,      0.0148,     10, 
10:00:00 20/01/2017,        0.00,     83,      0.0148,     10, 
11:00:00 20/01/2017,        0.00,     83,      0.0143,     10, 
12:00:00 20/01/2017,        0.00,     83,      0.0143,     10, 
13:00:00 20/01/2017,        0.00,     83,      0.0134,     10, 
14:00:00 20/01/2017,        0.00,     83,      0.0134,     10, 
15:00:00 20/01/2017,        0.00,     83,      0.0130,     10, 
16:00:00 20/01/2017,        0.00,     83,      0.0125,     10, 
17:00:00 20/01/2017,        0.00,     83,      0.0125,     10, 
18:00:00 20/01/2017,        0.00,     83,      0.0121,     10, 
19:00:00 20/01/2017,        0.00,     83,      0.0117,     10, 
20:00:00 20/01/2017,        0.00,     83,      0.0117,     10, 
21:00:00 20/01/2017,        0.00,     83,      0.0113,     10, 
22:00:00 20/01/2017,        0.00,     83,      0.0109,     10, 
23:00:00 20/01/2017,        0.00,     83,      0.0109,     10, 
00:00:00 21/01/2017,        0.00,     83,      0.0109,     10, 
01:00:00 21/01/2017,        0.00,     83,      0.0105,     10, 
02:00:00 21/01/2017,        0.00,     83,      0.0105,     10, 
03:00:00 21/01/2017,        0.00,     83,      0.0105,     10, 
04:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
05:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
06:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
07:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
08:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
09:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
10:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
11:00:00 21/01/2017,        0.00,     83,      0.0101,     10, 
12:00:00 21/01/2017,        0.00,     83,      0.0097,     10, 
13:00:00 21/01/2017,        0.00,     83,      0.0097,     10, 
14:00:00 21/01/2017,        0.00,     83,      0.0094,     10, 
14:35:00 21/01/2017,        1.00,     83,"","", 
14:36:00 21/01/2017,        1.00,     83,"","", 
14:38:00 21/01/2017,        1.00,     83,"","", 
15:00:00 21/01/2017,        0.00,     83,      0.1994,     10, 
16:00:00 21/01/2017,        0.00,     83,      0.0397,     10, 
17:00:00 21/01/2017,        0.00,     83,      0.0430,     10, 
17:16:00 21/01/2017,        1.00,     83,"","", 
17:18:00 21/01/2017,        1.00,     83,"","", 
17:24:00 21/01/2017,        1.00,     83,"","", 
17:40:00 21/01/2017,        0.00,     83,"","", 
18:00:00 21/01/2017,        0.00,     83,      0.1546,     10, 
19:00:00 21/01/2017,        0.00,     83,      0.0911,     10, 
20:00:00 21/01/2017,        0.00,     83,      0.0662,     10, 
21:00:00 21/01/2017,        0.00,     83,      0.0630,     10, 
22:00:00 21/01/2017,        0.00,     83,      0.0539,     10, 
23:00:00 21/01/2017,        0.00,     83,      0.0448,     10, 
00:00:00 22/01/2017,        0.00,     83,      0.0373,     10, 
01:00:00 22/01/2017,        0.00,     83,      0.0320,     10, 
02:00:00 22/01/2017,        0.00,     83,      0.0285,     10, 
03:00:00 22/01/2017,        0.00,     83,      0.0253,     10, 
04:00:00 22/01/2017,        0.00,     83,      0.0228,     10, 
05:00:00 22/01/2017,        0.00,     83,      0.0210,     10, 
06:00:00 22/01/2017,        0.00,     83,      0.0194,     10, 
07:00:00 22/01/2017,        0.00,     83,      0.0178,     10, 
08:00:00 22/01/2017,        0.00,     83,      0.0162,     10, 
09:00:00 22/01/2017,        0.00,     83,      0.0153,     10, 
10:00:00 22/01/2017,        0.00,     83,      0.0143,     10, 
11:00:00 22/01/2017,        0.00,     83,      0.0139,     10, 
12:00:00 22/01/2017,        0.00,     83,      0.0125,     10, 
13:00:00 22/01/2017,        0.00,     83,      0.0121,     10, 
14:00:00 22/01/2017,        0.00,     83,      0.0117,     10, 
15:00:00 22/01/2017,        0.00,     83,      0.0109,     10, 
16:00:00 22/01/2017,        0.00,     83,      0.0105,     10, 
17:00:00 22/01/2017,        0.00,     83,      0.0101,     10, 
18:00:00 22/01/2017,        0.00,     83,      0.0097,     10, 
19:00:00 22/01/2017,        0.00,     83,      0.0094,     10, 
20:00:00 22/01/2017,        0.00,     83,      0.0094,     10, 
21:00:00 22/01/2017,        0.00,     83,      0.0090,     10, 
22:00:00 22/01/2017,        0.00,     83,      0.0090,     10, 
23:00:00 22/01/2017,        0.00,     83,      0.0090,     10, 
00:00:00 23/01/2017,        0.00,     83,      0.0087,     10, 
01:00:00 23/01/2017,        0.00,     83,      0.0087,     10, 
02:00:00 23/01/2017,        0.00,     83,      0.0083,     10, 
03:00:00 23/01/2017,        0.00,     83,      0.0083,     10, 
04:00:00 23/01/2017,        0.00,     83,      0.0083,     10, 
05:00:00 23/01/2017,        0.00,     83,      0.0080,     10, 
06:00:00 23/01/2017,        0.00,     83,      0.0080,     10, 
07:00:00 23/01/2017,        0.00,     83,      0.0080,     10, 
08:00:00 23/01/2017,        0.00,     83,      0.0076,     10, 
09:00:00 23/01/2017,        0.00,     83,      0.0076,     10, 
10:00:00 23/01/2017,        0.00,     83,      0.0073,     10, 
11:00:00 23/01/2017,        0.00,     83,      0.0073,     10, 
12:00:00 23/01/2017,        0.00,     83,      0.0073,     10, 
13:00:00 23/01/2017,        0.00,     83,      0.0070,     10, 
14:00:00 23/01/2017,        0.00,     83,      0.0070,     10, 
15:00:00 23/01/2017,        0.00,     83,      0.0067,     10, 
16:00:00 23/01/2017,        0.00,     83,      0.0067,     10, 
17:00:00 23/01/2017,        0.00,     83,      0.0067,     10, 
18:00:00 23/01/2017,        0.00,     83,      0.0064,     10, 
19:00:00 23/01/2017,        0.00,     83,      0.0064,     10, 
20:00:00 23/01/2017,        0.00,     83,      0.0061,     10, 
21:00:00 23/01/2017,        0.00,     83,      0.0061,     10, 
22:00:00 23/01/2017,        0.00,     83,      0.0061,     10, 
23:00:00 23/01/2017,        0.00,     83,      0.0061,     10, 
00:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
01:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
02:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
03:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
04:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
05:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
06:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
07:00:00 24/01/2017,        0.00,     83,      0.0058,     10, 
08:00:00 24/01/2017,        0.00,     83,      0.0056,     10, 
09:00:00 24/01/2017,        0.00,     83,      0.0056,     10, 
10:00:00 24/01/2017,        0.00,     83,      0.0056,     10, 
